Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Vehicle Number,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
437310,433424,2,1714,3,1,7,1,2,9,1,3,1,28
427261,429568,2,1825,6,2,4,1,2,3,1,2,1,26
429002,436843,3,2036,6,1,4,1,2,9,1,3,1,33
443640,436793,5,749,2,1,1,1,5,9,1,3,2,39
443640,436793,5,749,2,1,1,1,3,9,1,3,1,40
443640,436793,5,749,2,1,1,1,3,9,2,3,1,38
443640,436793,5,749,2,1,1,1,1,9,1,3,2,37
431196,436831,2,729,6,1,1,1,2,1,1,2,1,37
430634,432643,2,1400,3,1,1,1,2,9,1,3,2,56
430634,432643,2,1400,3,1,1,1,2,9,2,3,2,20
440760,428666,1,1500,6,2,1,1,1,9,3,2,1,70
440760,428666,1,1500,6,2,1,1,1,9,3,2,2,67
429340,437270,1,1541,6,1,1,1,1,9,3,3,2,11
428218,426435,2,656,1,2,4,2,1,9,1,3,2,33
431315,429850,1,1530,6,2,1,1,1,9,3,2,2,22
433375,425876,2,1622,1,2,4,1,2,9,2,3,2,45
427512,426313,2,1645,1,2,4,1,2,9,1,3,2,61
427512,426313,2,1645,1,2,4,1,2,9,2,3,2,38
427512,426313,2,1645,1,2,4,1,2,9,2,3,1,12
430903,432278,1,1648,6,2,4,1,1,9,3,3,1,17
429849,433408,1,1845,6,1,4,1,1,9,3,3,2,21
429849,433408,1,1845,6,1,4,1,1,9,3,3,2,49
430013,434115,2,1740,6,2,4,1,1,1,1,3,1,27
430028,434086,1,10,6,2,4,2,1,8,3,2,2,34
429885,430767,2,952,3,1,1,1,2,9,1,3,2,49
429885,430767,2,952,3,1,1,1,1,11,2,3,2,73
429885,430767,2,952,3,1,1,1,1,11,2,3,2,18
426982,439897,2,1054,3,1,1,1,2,5,1,3,1,29
428597,432793,2,1335,3,1,1,1,2,9,1,3,1,32
430150,428094,2,1522,6,1,1,1,2,9,1,3,2,51
432317,426035,2,915,1,1,1,1,2,9,2,3,1,21
432317,426035,2,915,1,1,1,1,2,9,1,3,2,21
428045,432828,1,755,4,2,1,4,1,9,3,3,1,15
430436,431014,3,1651,1,1,1,1,3,9,1,3,1,32
428845,430209,1,1823,6,2,4,5,1,9,3,3,1,23
428845,430209,1,1823,6,2,4,5,1,9,3,3,1,27
426021,427782,1,1900,6,2,4,5,1,9,3,2,2,81
430690,433675,2,1700,3,1,4,1,2,1,1,3,1,41
430396,430892,2,1742,1,2,4,1,1,9,1,3,1,26
435743,436089,1,1800,6,2,4,1,1,5,3,2,2,29
422025,436488,1,715,6,1,1,1,1,9,3,3,2,12
432513,427562,2,2127,6,2,4,1,2,9,1,3,1,38
432513,427562,2,2127,6,2,4,1,2,9,2,2,2,38
433106,436127,2,648,3,2,4,1,2,3,1,2,1,34
428479,426413,3,1613,1,2,4,2,1,9,1,2,1,73
424475,439080,1,1630,6,2,4,2,1,9,3,2,1,73
424620,427641,2,1855,1,2,4,2,2,9,1,3,2,40
423739,437384,1,730,3,1,4,1,1,8,3,3,1,65
431109,436836,2,1425,6,1,1,1,2,9,1,3,1,62
428306,429579,2,1143,3,1,1,1,2,9,2,3,1,38
432302,444128,2,1047,3,2,1,1,1,19,1,2,1,59
432302,444128,2,1047,3,2,1,1,2,9,1,2,1,86
436039,434790,1,1115,6,1,1,1,1,9,3,3,1,33
441235,439816,4,1447,3,2,1,2,1,9,1,2,2,41
441235,439816,4,1447,3,2,1,2,2,9,1,2,2,30
441235,439816,4,1447,3,2,1,2,3,9,1,3,1,69
441235,439816,4,1447,3,2,1,2,4,9,1,3,2,44
428005,426228,3,18,3,2,4,3,2,8,1,3,1,29
444980,442685,3,905,6,2,1,4,2,16,1,2,2,66
444980,442685,3,905,6,2,1,4,3,16,1,3,2,59
425916,435496,2,1220,6,2,1,1,2,1,1,2,1,51
432434,434839,2,2120,4,2,4,1,2,9,1,3,1,34
443563,431700,1,2152,3,2,6,1,1,9,1,3,1,21
430242,432968,2,1420,6,2,1,8,2,9,1,3,1,39
440088,433359,1,1625,3,1,4,1,1,9,3,2,2,17
424093,428106,2,717,3,2,1,1,2,9,1,3,1,57
440900,434527,3,810,1,2,1,1,3,19,1,3,2,25
431435,431610,2,1045,6,2,1,1,2,9,1,3,2,71
431127,424754,2,1303,1,2,1,1,1,9,1,3,1,67
426637,433085,2,1650,4,2,4,2,1,9,1,3,1,50
432047,425662,3,640,1,2,4,1,2,9,1,3,1,50
423720,434202,2,847,6,4,1,1,1,9,1,3,2,22
423720,434202,2,847,6,4,1,1,1,9,2,3,2,2
439303,432396,2,645,3,2,1,1,2,1,1,3,1,39
431062,430364,2,2012,6,2,4,2,2,1,1,3,1,51
431973,425559,2,2310,1,2,4,2,2,9,1,2,1,34
430917,435590,1,1625,6,2,4,2,1,9,3,2,1,51
440370,448115,1,1822,3,2,4,1,1,9,3,3,2,54
431534,432542,3,1100,3,2,1,2,1,9,1,3,1,43
433117,434025,2,939,4,1,1,1,2,11,1,3,1,69
428545,426414,2,1840,1,2,4,1,2,9,1,3,1,59
430695,439199,1,1955,3,2,4,1,1,9,3,2,1,43
430765,433846,2,2240,6,1,4,1,2,1,1,3,1,31
430234,431975,2,1330,1,1,1,1,2,19,1,3,1,37
430479,437776,1,1300,6,2,1,1,1,9,3,1,1,66
430523,428345,2,1355,6,1,1,1,2,9,2,3,2,27
430523,428345,2,1355,6,1,1,1,2,9,2,3,1,63
430523,428345,2,1355,6,1,1,1,2,9,1,3,2,36
425484,434124,1,1545,6,1,1,1,1,19,3,3,1,49
431656,426485,3,1805,4,2,4,2,1,9,1,3,2,30
428595,427781,1,106,3,2,4,2,1,9,2,3,1,20
436176,427733,2,1845,3,1,4,1,2,9,1,3,1,25
430931,436028,2,700,6,1,1,1,2,9,1,3,1,63
435361,431300,1,1511,1,2,1,1,1,9,1,3,2,23
428440,428625,4,1650,3,2,4,1,2,9,1,2,1,19
428440,428625,4,1650,3,2,4,1,2,9,2,2,1,19
428440,428625,4,1650,3,2,4,1,4,9,1,2,1,43
428440,428625,4,1650,3,2,4,1,4,9,2,2,2,43
428440,428625,4,1650,3,2,4,1,4,9,2,2,2,9
424808,433913,1,1930,6,1,7,1,1,8,2,3,1,32
430089,431324,2,1030,3,2,1,2,2,9,3,3,1,63
429011,430281,2,1800,6,1,4,1,1,9,1,3,1,31
429963,437208,2,2013,3,2,4,1,2,9,1,3,2,29
437817,428195,2,1529,6,1,1,1,1,9,1,3,1,61
438414,432729,2,1722,3,2,4,1,1,9,2,3,2,90
420001,446004,2,1915,6,2,7,1,1,9,1,3,1,24
438959,439138,1,2323,3,1,6,1,1,9,3,3,1,23
432397,426233,2,1740,1,1,4,1,2,9,2,3,2,28
430100,431497,2,152,6,1,4,1,1,9,2,3,2,37
430040,434040,1,220,6,1,4,1,1,9,3,2,1,21
442094,434619,1,422,1,2,4,4,1,9,1,3,1,27
423019,437653,1,1000,3,4,1,1,1,5,1,2,1,36
436853,442515,2,1340,3,1,1,1,2,1,1,2,1,59
421466,433999,3,1640,3,1,4,1,2,9,1,3,1,41
421466,433999,3,1640,3,1,4,1,2,9,2,3,1,26
